Year,Series,concept.REF_AREA,concept.COMPOSITE_BREAKDOWN,Value
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FIREX,57
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,20
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,44
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,24
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,40
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,71
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,143
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,16
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,57
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,266
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,11
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,27
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,,107
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,,236
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,,523
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FIREX,3
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FIREX,12
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FIREX,13
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_STORM,11
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_STORM,10
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_STORM,20
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2015,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,,16
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,,42
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,,49
2016,CL_SERIES.VC_DSR_N,,CL_COMP_BREAKDOWN.HZT_ERQAK,6
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,33
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,7
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_OTHER,5
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_OTHER,19
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_LNDSL,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_LNDSL,3
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_CNFLCT,6
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_CNFLCT,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_OTHER,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_OTHER,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FLOOD,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FLOOD,3
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_STORM,21
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_STORM,44
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_OTHER,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_OTHER,4
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_ERQAK,4
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_LNDSL,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_LNDSL,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,11
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_OTHER,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_OTHER,4
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_OTHER,1
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_LNDSL,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_LNDSL,3
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_CNFLCT,1
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_ERQAK,1
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_LNDSL,4
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_OTHER,5
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_OTHER,24
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_LNDSL,4
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_LNDSL,14
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,8
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,11
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_OTHER,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_OTHER,46
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_ERQAK,1
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,6
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,12
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_OTHER,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_OTHER,6
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_OTHER,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_OTHER,6
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FLOOD,9
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FLOOD,5
2016,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,9
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,7
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_CNFLCT,5
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_OTHER,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_CNFLCT,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_OTHER,2
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,10
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_OTHER,3
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_LNDSL,1
2017,CL_SERIES.VC_DSR_N,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_OTHER,2
2015,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_LNDSL,150
2016,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_LNDSL,70
2017,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_LNDSL,48
2015,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,50
2016,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,59
2017,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,115
2015,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_CNFLCT,11
2016,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_CNFLCT,18
2017,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_CNFLCT,13
2015,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_OTHER,7
2016,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_OTHER,167
2017,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_OTHER,256
2015,CL_SERIES.VC_DSR_MORT,,,218
2016,CL_SERIES.VC_DSR_MORT,,,518
2017,CL_SERIES.VC_DSR_MORT,,,554
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_LNDSL,114
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_LNDSL,61
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_LNDSL,41
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,4
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,6
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,1
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,,118
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,,97
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,,62
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_LNDSL,22
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000002,,22
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000002,,1
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000002,,2
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,4
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,4
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000003,,4
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000003,,4
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000003,,7
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_LNDSL,9
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_LNDSL,2
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,1
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000004,,10
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000004,,11
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000004,,8
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_LNDSL,1
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,9
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,8
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,6
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_OTHER,7
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_OTHER,144
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_OTHER,4
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,,17
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,,174
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,,19
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,1
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,9
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,,9
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,,140
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,21
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,12
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,16
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000007,,21
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000007,,22
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000007,,35
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_LNDSL,4
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000009,,4
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000009,,32
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000009,,20
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,4
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,8
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,,43
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,,65
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_CNFLCT,11
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_CNFLCT,15
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_CNFLCT,13
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,,11
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,,57
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,,74
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,1
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,3
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,5
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000012,,1
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000012,,14
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000012,,7
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,4
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,11
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,27
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,,4
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,,23
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,,73
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,2
2015,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000015,,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000015,,7
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000015,,3
2016,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_FIREX,70
2017,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_FIREX,67
2016,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_FLOOD,77
2017,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_FLOOD,21
2016,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_STORM,54
2017,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_STORM,34
2016,CL_SERIES.VC_DSR_MORT,,CL_COMP_BREAKDOWN.HZT_ERQAK,3
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FIREX,6
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FIREX,1
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FLOOD,15
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FLOOD,3
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_STORM,2
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_STORM,3
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_OTHER,7
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_OTHER,13
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_STORM,1
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_STORM,1
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_LNDSL,4
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FIREX,7
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FIREX,4
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FLOOD,2
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FLOOD,3
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FLOOD,9
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FLOOD,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_STORM,13
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_STORM,5
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FIREX,1
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FIREX,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FLOOD,3
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_STORM,2
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_STORM,5
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_OTHER,2
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_OTHER,124
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FIREX,2
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FIREX,11
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FLOOD,4
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_STORM,4
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_STORM,5
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FIREX,1
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FIREX,16
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FLOOD,12
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FLOOD,6
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_STORM,2
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_STORM,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_ERQAK,3
